"Country/Territory";"Epidemiological Weeks";"Suspected";"Confirmed";"Imported cases";"Incidence Ratec";"Deaths";"Populatione X 1000"
"Country/Territory";"Weeka";"Autochthonous transmission casesb";NULL;"Imported cases";"Inciden";"Deaths";"Populationd"
NULL;NULL;"Suspected";"Confirmed";NULL;NULL;NULL;"X 1000"
"North America";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bermuda";"Week";NULL;NULL;NULL;NULL;"0";"69"
"Canada";"Week 4";NULL;NULL;"312";NULL;"0";"35,182"
"Mexico";"Week 5";"0";"51";"5";"0";"0";"118,129"
"United States of America >";"Week";NULL;NULL;NULL;NULL;"0";"320,051"
"Subtotal";NULL;"0";"51";"317";"0";"0";"473,431"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Belize";"Week";NULL;NULL;NULL;NULL;"0";"332"
"Costa Rica^";"Week 4";"0";"67";NULL;"1.4";"0";"4,872"
"El Salvador";"Week 5";"3,391";"0";NULL;"53.5";"0";"6,340"
"Guatemala#";"Week";NULL;NULL;NULL;NULL;"0";"15,468"
"Honduras";"Week";NULL;NULL;NULL;NULL;"0";"8,098"
"Nicaragua*";"Week 2";"1,129";"0";"0";"18.6";"0";"6,080"
"Panama";"Week";NULL;NULL;NULL;NULL;"0";"3,864"
"Subtotal";NULL;"4,520";"67";"0";"10.2";"0";"45,054"
"Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Cuba";"Week";NULL;NULL;NULL;NULL;"0";"11,266"
"Dominican Republic";"Week";NULL;NULL;NULL;NULL;NULL;"10,404"
"French Guiana";"Week 6";"3,258";"1,171";NULL;"1,778.7";"1";"249"
"Guadaloupe";"Week";NULL;NULL;NULL;NULL;NULL;"466"
"Haiti";"Week";NULL;NULL;NULL;NULL;"0";"10,317"
"Martinique";"Week";NULL;NULL;NULL;NULL;NULL;"404"
"Puerto Ricoe";"Week 4";"89";"34";NULL;"3.3";NULL;"3,688"
"Saint Barthelemy";"Week 6";"297";"0";NULL;"3,337.1";"0";"9"
"Saint Martin (French part)";"Week 6";"450";"0";NULL;"1,260.9";NULL;"36"
"Subtotal";NULL;"4,094";"1,205";"0";"14.4";"1";"36,839"
"Andean Area";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bolivia";"Week 6";NULL;"13";NULL;"0.1";"0";"10,671"
"Colombia";"Week 4";"67,068";"625";NULL;"140.1";NULL;"48,321"
"Ecuador";"Week 5";"25";"41";"11";"0.4";"0";"15,738"
"Peru";"Week 6";NULL;NULL;"23";NULL;"0";"30,376"
"Venezuela";"Week";NULL;NULL;NULL;NULL;"0";"30,405"
"Subtotal";NULL;"67,093";"679";"34";"50";"0";"135,511"
"Southern Cone";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Argentina";"Week 4";NULL;NULL;"9";NULL;"0";"41,446"
"Brazil";"Week 4";"6";"21";NULL;"0";"0";"200,362"
"Chile";"Week";NULL;"0";NULL;"0";"0";"17,620"
"Paraguay";"Week 5";NULL;"8";NULL;"0.1";"0";"6,802"
"Subtotal";NULL;"6";"29";"9";"0";"0";"266,230"
"Non-Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Anguilla";"Week 4";"18";"0";NULL;"113";"0";"16"
"Antigua and Barbuda";"Week 6";"14";"0";NULL;"16";"0";"90"
"Aruba";"Week 2";"323";"139";NULL;"424";"0";"109"
"Bahamas+";"Week 6";NULL;"8";NULL;"2.1";"0";"377"
"Barbados";"Week 5";"77";"7";"8";"29.1";NULL;"289"
"Cayman Islands";"Week 2";"11";"1";NULL;"22.2";"0";"54"
"Curacao";"Week";NULL;NULL;NULL;NULL;"0";"147"
"Dominica";"Week";NULL;NULL;NULL;NULL;"0";"73"
"Grenada";"Week";NULL;NULL;NULL;NULL;"0";"110"
"Guyana";"Week 2";"5,310";"29";NULL;"667.4";"0";"800"
"Jamaica";"Week 5";"223";"0";NULL;"8";"0";"2,784"
"Montserrat";"Week 4";"12";"0";NULL;"240";"0";"5"
"Saint Kitts and Nevis";"Week";NULL;NULL;NULL;NULL;"0";"51"
"Saint Lucia";"Week";NULL;NULL;NULL;NULL;"0";"163"
"Saint Vincent and the Grenadines";"Week";"25";NULL;NULL;NULL;"0";"103"
"Sint Maarten (Dutch part)Ξ";"Week";NULL;NULL;NULL;NULL;"0";"40"
"Suriname";"Week";NULL;NULL;NULL;NULL;NULL;"539"
"Trinidad and Tobago";"Week 3";NULL;"12";NULL;"0.9";"0";"1,341"
"Turks and Caicos Islands";"Week";NULL;NULL;NULL;NULL;"0";"48"
"Virgin Islands (UK)";"Week";NULL;NULL;NULL;NULL;"0";"32"
"Virgin Islands (US)";"Week";NULL;NULL;NULL;NULL;NULL;"105"
"Subtotal";NULL;"6,013";"196";"8";"85.3";"0";"7,276"
"TOTAL";NULL;"81,726";"2,227";"368";"8.7";"1";"964,341"
NULL;"a";"Autochthonous transmission casesb";NULL;"Imported cases";"c";"Deaths";"Populationd"
NULL;"Week";NULL;NULL;NULL;NULL;NULL;NULL
NULL;NULL;"Suspected";"Confirmed";NULL;NULL;NULL;"X 1000"
"North America";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bermuda";"Week";NULL;NULL;NULL;NULL;"0";"69"
"Canada";"Week 4";NULL;NULL;"312";NULL;"0";"35,182"
"Mexico";"Week 6";NULL;"86";"7";"0.1";"0";"118,129"
"United States of America >";"Week 7";NULL;NULL;"25";NULL;"0";"320,051"
NULL;NULL;"0";"86";"344";"0";"0";"473,431"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Belize";"Week";NULL;NULL;NULL;NULL;"0";"332"
"Costa Rica^";"Week 5";"0";"44";NULL;"0.9";"0";"4,872"
"El Salvador";"Week 5";"3,391";NULL;NULL;NULL;"0";"6,340"
"Guatemala";"Week";NULL;NULL;NULL;NULL;"0";"15,468"
"Honduras";"Week";NULL;NULL;NULL;NULL;"0";"8,098"
"Nicaragua*";"Week 2";"1,129";"0";"0";"18.6";"0";"6,080"
"Panama";"Week";NULL;NULL;NULL;NULL;"0";"3,864"
NULL;NULL;"4,520";"44";"0";"10.1";"0";"45,054"
"Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Cuba";"Week";NULL;NULL;NULL;NULL;"0";"11,266"
"Dominican Republic";"Week";NULL;NULL;NULL;NULL;NULL;"10,404"
"French Guiana";"Week 6";"3,258";"1,171";NULL;"1,778.7";"1";"249"
"Guadaloupe";"Week";NULL;NULL;NULL;NULL;NULL;"466"
"Haiti";"Week";NULL;NULL;NULL;NULL;"0";"10,317"
"Martinique";"Week";NULL;NULL;NULL;NULL;NULL;"404"
"Puerto Ricoe";"Week 5";"128";"44";NULL;"4.7";NULL;"3,688"
"Saint Barthelemy";"Week 6";"297";NULL;NULL;NULL;"0";"9"
"Saint Martin (French part)";"Week 6";"450";NULL;NULL;NULL;NULL;"36"
NULL;NULL;"4,133";"1,215";"0";"14.5";"1";"36,839"
"Andean Area";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bolivia";"Week 6";NULL;"13";NULL;"0.1";"0";"10,671"
"Colombia";"Week 5";"81,647";"706";NULL;NULL;NULL;"48,321"
"Ecuador";"Week 5";"25";"41";"11";"0.4";"0";"15,738"
"Peru";"Week 6";NULL;NULL;"23";NULL;"0";"30,376"
"Venezuela";"Week";NULL;NULL;NULL;NULL;"0";"30,405"
NULL;NULL;"81,672";"760";"34";"61";"0";"135,511"
"Southern Cone";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Argentina";"Week 4";NULL;NULL;"9";NULL;"0";"41,446"
"Brazil";"Week 5";"833";"9";NULL;"0.4";"0";"200,362"
"Chile";"Week";NULL;"0";NULL;NULL;"0";"17,620"
"Paraguay";"Week 5";NULL;"35";NULL;"0.5";"0";"6,802"
"Uruguay";"Week";NULL;NULL;NULL;NULL;NULL;NULL
NULL;NULL;"833";"44";"9";"1";"0";"266,230"
"Non-Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Anguilla";"Week 4";"18";"0";NULL;"112.5";"0";"16"
"Antigua and Barbuda";"Week 6";"14";"0";NULL;"15.6";"0";"90"
"Aruba";"Week 2";"323";"139";NULL;"423.9";"0";"109"
"Bahamas+";"Week 6";NULL;"8";NULL;"2.1";"0";"377"
"Barbados";"Week 5";"77";"7";"8";"29.1";NULL;"289"
"Cayman Islands";"Week 2";"11";"1";NULL;"22.2";"0";"54"
"Curacao";"Week";NULL;NULL;NULL;NULL;"0";"147"
"Dominica";"Week";NULL;NULL;NULL;NULL;"0";"73"
"Grenada";"Week";NULL;NULL;NULL;NULL;"0";"110"
"Guyana";"Week 2";"5,310";"29";NULL;"667.4";"0";"800"
"Jamaica";"Week 5";"223";"0";NULL;"8";"0";"2,784"
"Montserrat";"Week 4";"12";"0";NULL;"240";"0";"5"
"Saint Kitts and Nevis";"Week";NULL;NULL;NULL;NULL;"0";"51"
"Saint Lucia";"Week";NULL;NULL;NULL;NULL;"0";"163"
"Saint Vincent and the Grenadines";"Week";"25";"0";NULL;"24.3";"0";"103"
"Sint Maarten (Dutch part)";"Week";NULL;NULL;NULL;NULL;"0";"40"
"Suriname";"Week";NULL;NULL;NULL;NULL;NULL;"539"
"Trinidad and Tobago";"Week 3";NULL;"12";NULL;"0.9";"0";"1,341"
"Turks and Caicos Islands";"Week";NULL;NULL;NULL;NULL;"0";"48"
"Virgin Islands (UK)";"Week";NULL;NULL;NULL;NULL;"0";"32"
"Virgin Islands (US)";"Week";NULL;NULL;NULL;NULL;NULL;"105"
NULL;NULL;"6,013";"196";"8";"85.3";"0";"7,276"
NULL;NULL;"97,171";"2,345";"395";"10.3";"1";"964,341"
"NOTES";NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;"a";"Autochthonous transmission casesb";NULL;"Imported cases";"c";"Deaths";"Populationd"
NULL;"Week";NULL;NULL;NULL;NULL;NULL;NULL
NULL;NULL;"Suspected";"Confirmed";NULL;NULL;NULL;"X 1000"
"North America";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bermuda";"Week";"0";"0";NULL;"0";"0";"69"
"Canada";"Week 4";NULL;NULL;"312";NULL;NULL;"35,182"
"Mexico";"Week 6";NULL;"86";"7";"0.1";"0";"118,129"
"United States of America >";"Week 8";NULL;"0";"43";"0";"0";"320,051"
NULL;NULL;"0";"86";"362";NULL;"0";"473,431"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Belize";"Week";"0";"0";NULL;"0";"0";"332"
"Costa Rica^";"Week 5";"0";"214";"49";"4.4";"0";"4,872"
"El Salvador";"Week 6";"7,789";"0";NULL;"122.9";"0";"6,340"
"Guatemala";"Week";"0";"0";NULL;"0";"0";"15,468"
"Honduras";"Week 6";"1,556";"0";"0";"19.2";"0";"8,098"
"Nicaragua*";"Week 2";"1,129";"0";"0";"18.6";"0";"6,080"
"Panama";"Week";"0";"0";NULL;"0";"0";"3,864"
NULL;NULL;"10,474";"214";"49";"23.7";"0";"45,054"
"Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Cuba";"Week";NULL;NULL;NULL;"0";"0";"11,266"
"Dominican Republic";"Week";"0";"0";NULL;"0";NULL;"10,404"
"French Guiana";"Week 8";"3,907";"1,171";NULL;"2,039.4";"1";"249"
"Guadaloupe";"Week";"0";"0";NULL;"0";NULL;"466"
"Haiti";"Week";"0";"0";NULL;"0";"0";"10,317"
"Martinique";"Week";"0";"0";NULL;"0";NULL;"404"
"Puerto Ricoe";"Week 6";"181";"49";"0";"6.2";NULL;"3,688"
"Saint Barthelemy";"Week 6";"297";"0";NULL;"3,337.1";"0";"9"
"Saint Martin (French part)";"Week 6";"450";"0";NULL;"1,260.9";NULL;"36"
NULL;NULL;"4,835";"1,220";"0";"16.4";"1";"36,839"
"Andean Area";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bolivia";"Week 6";NULL;"13";NULL;"0";"0";"10,671"
"Colombia";"Week 6";"93,237";"706";NULL;"194";NULL;"48,321"
"Ecuador";"Week 5";"25";"41";"11";"0";"0";"15,738"
"Peru";"Week 6";"0";"0";"23";"0";"0";"30,376"
"Venezuela";"Week";"0";"0";NULL;"0";"0";"30,405"
NULL;NULL;"93,262";"760";"34";"69";"0";"135,511"
"Southern Cone";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Argentina";"Week 7";NULL;NULL;"12";"0";"0";"41,446"
"Brazil";"Week 6";"833";"9";"0";"0.4";"0";"200,362"
"Chile";"Week";NULL;"0";NULL;"0";"0";"17,620"
"Paraguay";"Week 5";"58";"70";"0";"1.9";"0";"6,802"
"Uruguay";"Week";NULL;NULL;NULL;NULL;NULL;NULL
NULL;NULL;"891";"79";"12";"0.4";"0";"266,230"
"Non-Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Anguilla";"Week 4";"18";"0";NULL;"112.5";"0";"16"
"Antigua and Barbuda";"Week 6";"14";"0";NULL;"15.6";"0";"90"
"Aruba";"Week 2";"323";"139";NULL;"423.9";"0";"109"
"Bahamas+";"Week 6";NULL;"8";NULL;"2.1";"0";"377"
"Barbados";"Week 5";"77";"7";"8";"29.1";NULL;"289"
"Cayman Islands";"Week 6";"61";"1";"0";"114.8";"0";"54"
"Curacao";"Week";"0";"0";NULL;"0";"0";"147"
"Dominica";"Week";"0";"0";NULL;"0";"0";"73"
"Grenada";"Week";"0";"0";NULL;"0";"0";"110"
"Guyana";"Week 2";"5,310";"29";NULL;"667.4";"0";"800"
"Jamaica";"Week 5";"223";NULL;NULL;"8";"0";"2,784"
"Montserrat";"Week 4";"12";"0";NULL;"240";"0";"5"
"Saint Kitts and Nevis";"Week";"0";"0";NULL;"0";"0";"51"
"Saint Lucia";"Week";"0";"0";NULL;"0";"0";"163"
"Saint Vincent and the Grenadines";"Week";"25";"0";NULL;"24.3";"0";"103"
"Sint Maarten (Dutch part)";"Week";"0";"0";NULL;"0";"0";"40"
"Suriname";"Week";"0";"0";NULL;"0";NULL;"539"
"Trinidad and Tobago";"Week 3";"0";"12";NULL;"0.9";"0";"1,341"
"Turks and Caicos Islands";"Week";"0";"0";NULL;"0";"0";"48"
"Virgin Islands (UK)";"Week";"0";"0";NULL;"0";"0";"32"
"Virgin Islands (US)";"Week";"0";"0";NULL;"0";NULL;"105"
NULL;NULL;"6,063";"196";"8";"86";"0";"7,276"
NULL;NULL;"115,525";"2,555";"465";"12.2";"1";"964,341"
"NOTES";NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;"Weeka";"Autochthonous transmission casesb";NULL;"Imported cases";"Inciden";"Deaths";"Populatione"
NULL;NULL;"Suspected";"Confirmed";NULL;NULL;NULL;"X 1000"
"North America";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bermuda";"Week 17";NULL;NULL;"3";NULL;NULL;"69"
"Canada";"Week 4";NULL;NULL;"312";NULL;NULL;"35,182"
"Mexico";"Week 26";NULL;"1,832";"11";"1.6";NULL;"118,129"
"United States of America >";"Week 26";NULL;NULL;"200";NULL;NULL;"320,051"
NULL;NULL;"0";"1,832";"526";"0.4";"0";"473,431"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Belize";"Week";NULL;NULL;NULL;"0";NULL;"332"
"Costa Rica";"Week 20";NULL;"142";NULL;"2.9";NULL;"4,872"
"El Salvador";"Week 25";"18,197";"5";NULL;"287.1";"0";"6,340"
"Guatemala";"Week 21";"7,342";"522";NULL;"50.8";"1";"15,468"
"Honduras";"Week 20";"28,544";"5";NULL;"352.5";"0";"8,098"
"Nicaragua";"Week 12";"17,946";"2,235";NULL;"331.9";NULL;"6,080"
"Panama";"Week 25";NULL;"7";"12";NULL;NULL;"3,864"
NULL;NULL;"72,029";"2,916";"12";"166.3";"1";"45,054"
"Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Cuba";"Week";NULL;NULL;NULL;"0";NULL;"11,266"
"Dominican Republic";"Week 22";"63";NULL;NULL;"0.6";NULL;"10,404"
"French Guiana";"Week 26";"6,180";"1,756";NULL;"3,187.1";"2";"249"
"Guadaloupe";"Week 9";"150";NULL;NULL;"32.2";NULL;"466"
"Haiti";"Week";NULL;NULL;NULL;NULL;NULL;"10,317"
"Martinique";"Week 9";"320";NULL;NULL;"79.2";NULL;"404"
"Puerto Ricof";"Week 24";"439";"89";NULL;"14.3";NULL;"3,688"
"Saint Barthelemy";"Week 18";"317";NULL;NULL;"3,561.8";NULL;"9"
"Saint Martin (French part)";"Week 18";"600";NULL;NULL;"1,681.1";NULL;"36"
NULL;NULL;"8,069";"1,845";"0";"26.9";"2";"36,839"
"Andean Area";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bolivia";"Week 13";"143";"916";"1";"9.9";NULL;"10,671"
"Colombia @";"Week 24";"281,570";"553";NULL;"583.9";"36";"48,321"
"Ecuador";"Week 24";"14,459";"1,937";"88";"104.2";"2";"15,738"
"Peru";"Week 24";"11";"7";"27";"0.1";NULL;"30,376"
"Venezuela";"Week 17";"12,482";"296";NULL;"42";NULL;"30,405"
NULL;NULL;"308,665";"3,709";"116";"230.5";"38";"135,511"
"Southern Cone";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Argentina";"Week 24";NULL;NULL;"29";NULL;NULL;"41,446"
"Brazil";"Week 22";"7,010";"70";"7";"3.5";NULL;"200,362"
"Chile";"Week 16";NULL;NULL;"1";NULL;NULL;"17,620"
"Paraguay";"Week 23";"1,759";"789";NULL;"37.5";NULL;"6,802"
"Uruguay";"Week";NULL;NULL;NULL;NULL;NULL;"3,419"
NULL;NULL;"8,769";"859";"37";"3.6";"0";"269,649"
"Non-Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Anguilla";"Week 11";"28";"3";NULL;"193.8";NULL;"16"
"Antigua and Barbuda";"Week 8";"16";"0";NULL;"17.8";NULL;"90"
"Aruba";"Week 14";"66";"686";NULL;"689.9";NULL;"109"
"Bahamas";"Week 17";NULL;"10";"1";"2.7";NULL;"377"
"Barbados";"Week 19";"290";"15";NULL;"105.5";NULL;"289"
"Cayman Islands";"Week 8";"67";"1";NULL;"125.9";NULL;"54"
"Curacao";"Week";NULL;NULL;NULL;NULL;NULL;"147"
"Dominica";"Week 5";"8";NULL;NULL;"11";NULL;"73"
"Grenada";"Week";NULL;NULL;NULL;NULL;NULL;"110"
"Guyana";"Week 2";"5,310";"29";NULL;"667.4";NULL;"800"
"Jamaica";"Week 6";"299";NULL;NULL;"10.7";NULL;"2,784"
"Montserrat";"Week 20";"13";"0";NULL;"260";NULL;"5"
"Saint Kitts and Nevis";"Week";NULL;NULL;NULL;NULL;NULL;"51"
"Saint Lucia";"Week";NULL;NULL;NULL;NULL;NULL;"163"
"Saint Vincent and the Grenadines";"Week 8";"3";"2";NULL;"4.9";NULL;"103"
"Sint Maarten (Dutch part)";"Week";NULL;NULL;NULL;NULL;NULL;"40"
"Suriname";"Week";NULL;NULL;NULL;NULL;NULL;"539"
"Trinidad and Tobago";"Week 20";NULL;"83";NULL;"6.2";NULL;"1,341"
"Turks and Caicos Islands";"Week";NULL;NULL;NULL;NULL;NULL;"48"
"Virgin Islands (UK)";"Week";NULL;NULL;NULL;NULL;NULL;"32"
"Virgin Islands (US)";"Week 12";"225";"102";NULL;"311.4";NULL;"105"
NULL;NULL;"6,325";"931";"1";"99.7";"0";"7,276"
NULL;NULL;"403,857";"12,092";"692";"43";"41";"967,760"
"NOTES";NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;"Weeka";"Autochthonous transmission casesb";NULL;"Imported cases";"Inciden";"Deaths";"Populatione"
NULL;NULL;"Suspected";"Confirmed";NULL;NULL;NULL;"X 1000"
"North America";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bermuda";"Week 17";NULL;NULL;"3";NULL;NULL;"69"
"Canada";"Week 4";NULL;NULL;"312";NULL;NULL;"35,182"
"Mexico";"Week 27";NULL;"2,044";"11";"1.7";NULL;"118,129"
"United States of America >";"Week 27";NULL;NULL;"207";NULL;NULL;"320,051"
NULL;NULL;"0";"2,044";"533";"0.4";"0";"473,431"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Belize";"Week";NULL;NULL;NULL;"0";NULL;"332"
"Costa Rica";"Week 20";NULL;"142";NULL;"2.9";NULL;"4,872"
"El Salvador";"Week 26";"20,898";"8";NULL;"329.7";"0";"6,340"
"Guatemala";"Week 21";"7,342";"522";NULL;"50.8";"1";"15,468"
"Honduras";"Week 20";"28,544";"5";NULL;"352.5";"0";"8,098"
"Nicaragua";"Week 12";"17,946";"2,235";NULL;"331.9";NULL;"6,080"
"Panama";"Week 26";NULL;"7";"12";NULL;NULL;"3,864"
NULL;NULL;"74,730";"2,919";"12";"172.3";"1";"45,054"
"Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Cuba";"Week";NULL;NULL;NULL;"0";NULL;"11,266"
"Dominican Republic";"Week 22";"63";NULL;NULL;"0.6";NULL;"10,404"
"French Guiana";"Week 26";"6,180";"1,756";NULL;"3,187.1";"2";"249"
"Guadaloupe";"Week 9";"150";NULL;NULL;"32.2";NULL;"466"
"Haiti";"Week";NULL;NULL;NULL;NULL;NULL;"10,317"
"Martinique";"Week 9";"320";NULL;NULL;"79.2";NULL;"404"
"Puerto Ricof";"Week 25";"538";"89";NULL;"17";NULL;"3,688"
"Saint Barthelemy";"Week 18";"317";NULL;NULL;"3,561.8";NULL;"9"
"Saint Martin (French part)";"Week 18";"600";NULL;NULL;"1,681.1";NULL;"36"
NULL;NULL;"8,168";"1,845";"0";"27.2";"2";"36,839"
"Andean Area";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bolivia";"Week 13";"143";"916";"1";"9.9";NULL;"10,671"
"Colombia @";"Week 25";"289,730";"557";NULL;"600.7";"36";"48,321"
"Ecuador";"Week 24";"14,459";"1,937";"88";"104.2";"2";"15,738"
"Peru";"Week 24";"11";"7";"27";"0.1";NULL;"30,376"
"Venezuela";"Week 17";"12,482";"296";NULL;"42";NULL;"30,405"
NULL;NULL;"316,825";"3,713";"116";"236.5";"38";"135,511"
"Southern Cone";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Argentina";"Week 24";NULL;NULL;"29";NULL;NULL;"41,446"
"Brazil";"Week 23";"6,958";"114";"7";"3.5";NULL;"200,362"
"Chile";"Week 24";NULL;NULL;"4";NULL;NULL;"17,620"
"Paraguay";"Week 24";"1,759";"813";NULL;"37.8";NULL;"6,802"
"Uruguay";"Week";NULL;NULL;NULL;NULL;NULL;"3,419"
NULL;NULL;"8,717";"927";"40";"3.6";"0";"269,649"
"Non-Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Anguilla";"Week 11";"28";"3";NULL;"193.8";NULL;"16"
"Antigua and Barbuda";"Week 8";"16";"0";NULL;"17.8";NULL;"90"
"Aruba";"Week 14";"66";"686";NULL;"689.9";NULL;"109"
"Bahamas";"Week 17";NULL;"10";"1";"2.7";NULL;"377"
"Barbados";"Week 19";"290";"15";NULL;"105.5";"2";"289"
"Cayman Islands";"Week 8";"67";"1";NULL;"125.9";NULL;"54"
"Curacao";"Week";NULL;NULL;NULL;NULL;NULL;"147"
"Dominica";"Week 5";"8";NULL;NULL;"11";NULL;"73"
"Grenada";"Week";NULL;NULL;NULL;NULL;NULL;"110"
"Guyana";"Week 2";"5,310";"29";NULL;"667.4";NULL;"800"
"Jamaica";"Week 6";"299";NULL;NULL;"10.7";NULL;"2,784"
"Montserrat";"Week 20";"13";"0";NULL;"260";NULL;"5"
"Saint Kitts and Nevis";"Week";NULL;NULL;NULL;NULL;NULL;"51"
"Saint Lucia";"Week";NULL;NULL;NULL;NULL;NULL;"163"
"Saint Vincent and the Grenadines";"Week 8";"3";"2";NULL;"4.9";NULL;"103"
"Sint Maarten (Dutch part)";"Week";NULL;NULL;NULL;NULL;NULL;"40"
"Suriname";"Week";NULL;NULL;NULL;NULL;NULL;"539"
"Trinidad and Tobago";"Week 20";NULL;"83";NULL;"6.2";NULL;"1,341"
"Turks and Caicos Islands";"Week";NULL;NULL;NULL;NULL;NULL;"48"
"Virgin Islands (UK)";"Week";NULL;NULL;NULL;NULL;NULL;"32"
"Virgin Islands (US)";"Week 12";"225";"102";NULL;"311.4";NULL;"105"
NULL;NULL;"6,325";"931";"1";"99.7";"2";"7,276"
NULL;NULL;"414,765";"12,379";"702";"44.1";"43";"967,760"
"NOTES";NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;"Weeka";"Autochthonous transmission casesb";NULL;"Imported cases";"Inciden";"Deaths";"Populatione"
NULL;NULL;"Suspected";"Confirmed";NULL;NULL;NULL;"X 1000"
"North America";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bermuda";"Week 17";NULL;NULL;"3";NULL;NULL;"69"
"Canada";"Week 4";NULL;NULL;"312";NULL;NULL;"35,182"
"Mexico";"Week 28";NULL;"2,235";"11";"1.9";NULL;"118,129"
"United States of America >";"Week 28";NULL;NULL;"224";NULL;NULL;"320,051"
NULL;NULL;"0";"2,235";"550";"0.5";"0";"473,431"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Belize";"Week";NULL;NULL;NULL;"0";NULL;"332"
"Costa Rica";"Week 20";NULL;"142";NULL;"2.9";NULL;"4,872"
"El Salvador";"Week 27";"23,811";"13";NULL;"375.8";"0";"6,340"
"Guatemala";"Week 21";"7,342";"522";NULL;"50.8";"1";"15,468"
"Honduras";"Week 26";"49,162";"5";NULL;"607.1";"0";"8,098"
"Nicaragua";"Week 12";"17,946";"2,235";NULL;"331.9";NULL;"6,080"
"Panama";"Week 26";NULL;"7";"12";NULL;NULL;"3,864"
NULL;NULL;"98,261";"2,924";"12";"224.6";"1";"45,054"
"Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Cuba";"Week";NULL;NULL;NULL;"0";NULL;"11,266"
"Dominican Republic";"Week 22";"63";NULL;NULL;"0.6";NULL;"10,404"
"French Guiana";"Week 26";"6,180";"1,756";NULL;"3,187.1";"2";"249"
"Guadaloupe";"Week 9";"150";NULL;NULL;"32.2";NULL;"466"
"Haiti";"Week";NULL;NULL;NULL;NULL;NULL;"10,317"
"Martinique";"Week 9";"320";NULL;NULL;"79.2";NULL;"404"
"Puerto Ricof";"Week 26";"569";"100";NULL;"18.1";NULL;"3,688"
"Saint Barthelemy";"Week 18";"317";NULL;NULL;"3,561.8";NULL;"9"
"Saint Martin (French part)";"Week 18";"600";NULL;NULL;"1,681.1";NULL;"36"
NULL;NULL;"8,199";"1,856";"0";"27.3";"2";"36,839"
"Andean Area";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bolivia";"Week 13";"143";"916";"1";"9.9";NULL;"10,671"
"Colombia @";"Week 26";"295,182";"561";NULL;"612";"36";"48,321"
"Ecuador";"Week 24";"14,459";"1,937";"88";"104.2";"2";"15,738"
"Peru";"Week 24";"11";"7";"27";"0.1";NULL;"30,376"
"Venezuela";"Week 17";"12,482";"296";NULL;"42";NULL;"30,405"
NULL;NULL;"322,277";"3,717";"116";"240.6";"38";"135,511"
"Southern Cone";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Argentina";"Week 24";NULL;NULL;"29";NULL;NULL;"41,446"
"Brazil";"Week 23";"6,958";"114";"7";"3.5";NULL;"200,362"
"Chile";"Week 24";NULL;NULL;"4";NULL;NULL;"17,620"
"Paraguay";"Week 25";"1,759";"827";NULL;"38";NULL;"6,802"
"Uruguay";"Week";NULL;NULL;NULL;NULL;NULL;"3,419"
